Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5674135,"MAP2K and MAPK activation",3,49,0.0033741908827985127,0.09389665499517441,0.28168996498552323,8,12,8.937881722031879E-4,9606,Homo sapiens,"FGB;FGG;FN1","","R-HSA-9657603;R-HSA-5672980;R-HSA-5672978;R-HSA-9657606;R-HSA-5672972;R-HSA-5672973;R-HSA-9657608;R-HSA-9657599"
R-HSA-9656223,"Signaling by RAF1 mutants",3,49,0.0033741908827985127,0.09389665499517441,0.28168996498552323,4,7,5.213764337851929E-4,9606,Homo sapiens,"FGB;FGG;FN1","","R-HSA-9656211;R-HSA-9656209;R-HSA-9656215;R-HSA-9656214"
R-HSA-445355,"Smooth Muscle Contraction",3,49,0.0033741908827985127,0.09389665499517441,0.28168996498552323,1,11,8.193058245195889E-4,9606,Homo sapiens,"ANXA1;ANXA2;ANXA6;ANX2","","R-HSA-5263628"
R-HSA-209563,"Axonal growth stimulation",1,5,3.4430519212229723E-4,0.10372492004539258,0.31117476013617773,2,2,1.4896469536719798E-4,9606,Homo sapiens,"ARHGDIA","","R-HSA-193668;R-HSA-193646"
R-HSA-8875513,"MET interacts with TNS proteins",1,5,3.4430519212229723E-4,0.10372492004539258,0.31117476013617773,2,2,1.4896469536719798E-4,9606,Homo sapiens,"HGF","","R-HSA-8875523;R-HSA-8875531"
R-HSA-5682113,"Defective ABCA1 causes TGD",1,5,3.4430519212229723E-4,0.10372492004539258,0.31117476013617773,1,1,7.448234768359899E-5,9606,Homo sapiens,"APOA1","","R-HSA-5682111"
R-HSA-8865999,"MET activates PTPN11",1,5,3.4430519212229723E-4,0.10372492004539258,0.31117476013617773,1,1,7.448234768359899E-5,9606,Homo sapiens,"HGF","","R-HSA-8865994"
R-HSA-8941237,"Invadopodia formation",1,5,3.4430519212229723E-4,0.10372492004539258,0.31117476013617773,1,1,7.448234768359899E-5,9606,Homo sapiens,"ADAM15","","R-HSA-8941234"
R-HSA-8875791,"MET activates STAT3",1,5,3.4430519212229723E-4,0.10372492004539258,0.31117476013617773,2,4,2.9792939073439596E-4,9606,Homo sapiens,"HGF","","R-HSA-8875817;R-HSA-8875816"
R-HSA-1638074,"Keratan sulfate/keratin metabolism",3,52,0.003580773998071891,0.10717468807390407,0.3215240642217122,10,16,0.0011917175629375838,9606,Homo sapiens,"ACAN;LUM;PRELP","","R-HSA-2046239;R-HSA-2046175;R-HSA-2046222;R-HSA-2025724;R-HSA-2046285;R-HSA-2046298;R-HSA-2025723;R-HSA-2046265;R-HSA-1793217;R-HSA-2046180"
R-HSA-948021,"Transport to the Golgi and subsequent modification",8,219,0.015080567414956617,0.11130862999000113,0.3339258899700034,23,60,0.004468940861015939,9606,Homo sapiens,"LMAN1;COL7A1;LMAN2;CTSZ;CD59;CTSC;F5","","R-HSA-6807877;R-HSA-6807875;R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-6809006;R-HSA-5694527;R-HSA-5694431;R-HSA-5694428;R-HSA-204008;R-HSA-6809003;R-HSA-5694522;R-HSA-5694427;R-HSA-5694439;R-HSA-5694436;R-HSA-6809011;R-HSA-6809010;R-HSA-5694435;R-HSA-5694446;R-HSA-947991;R-HSA-5694410;R-HSA-5694441;R-HSA-5694409"
R-HSA-9020591,"Interleukin-12 signaling",4,84,0.005784327227654593,0.11456778496200826,0.34370335488602477,2,56,0.004171011470281543,9606,Homo sapiens,"SERPINB2;ANXA2;ANX2","","R-HSA-8950480;R-HSA-8950567"
R-HSA-6802955,"Paradoxical activation of RAF signaling by kinase inactive BRAF",3,54,0.00371849607492081,0.1164093125945993,0.3492279377837979,4,7,5.213764337851929E-4,9606,Homo sapiens,"FGB;FGG;FN1","","R-HSA-6802918;R-HSA-6803234;R-HSA-6802943;R-HSA-6802942"
R-HSA-6802946,"Signaling by moderate kinase activity BRAF mutants",3,54,0.00371849607492081,0.1164093125945993,0.3492279377837979,4,7,5.213764337851929E-4,9606,Homo sapiens,"FGB;FGG;FN1","","R-HSA-6802919;R-HSA-6802914;R-HSA-6803230;R-HSA-6802921"
R-HSA-9649948,"Signaling downstream of RAS mutants",3,54,0.00371849607492081,0.1164093125945993,0.3492279377837979,4,7,5.213764337851929E-4,9606,Homo sapiens,"FGB;FGG;FN1","","R-HSA-6803233;R-HSA-6802926;R-HSA-6802925;R-HSA-6802922"
R-HSA-6802949,"Signaling by RAS mutants",3,54,0.00371849607492081,0.1164093125945993,0.3492279377837979,4,9,6.703411291523909E-4,9606,Homo sapiens,"FGB;FGG;FN1","","R-HSA-6803233;R-HSA-6802926;R-HSA-6802925;R-HSA-6802922"
R-HSA-2022377,"Metabolism of Angiotensinogen to Angiotensins",2,27,0.001859248037460405,0.1189009091689649,0.3567027275068947,3,20,0.0014896469536719798,9606,Homo sapiens,"CTSZ;CTSD","","R-HSA-2022412;R-HSA-2022381;R-HSA-2022403"
R-HSA-1280215,"Cytokine Signaling in Immune system",30,1092,0.07519625395950971,0.11931628856143273,0.3579488656842982,17,708,0.05273350215998808,9606,Homo sapiens,"LAMA5;SERPINB2;TGFB1;ANXA1;ANXA2;MMP1;MMP2;HGF;FN1;F13A1;FGF2;PSMD8;ADAM17;COL1A2;ANX2;TIMP1;CRLF1","","R-HSA-6785895;R-HSA-8950504;R-HSA-6783556;R-HSA-8950731;R-HSA-209061;R-HSA-5607731;R-HSA-6789615;R-HSA-6783530;R-HSA-1266684;R-HSA-8950567;R-HSA-6785047;R-HSA-6783670;R-HSA-5668481;R-HSA-1168777;R-HSA-8950480;R-HSA-5696490;R-HSA-5668520"
R-HSA-3656532,"TGFBR1 KD Mutants in Cancer",1,6,4.131662305467566E-4,0.12314532833476355,0.36943598500429065,1,1,7.448234768359899E-5,9606,Homo sapiens,"TGFB1","","R-HSA-3656523"
R-HSA-532668,"N-glycan trimming in the ER and Calnexin/Calreticulin cycle",3,57,0.003925079190194188,0.1307928531240815,0.39237855937224453,6,18,0.0013406822583047818,9606,Homo sapiens,"C1QTNF1;MLEC;CALR","","R-HSA-548890;R-HSA-532667;R-HSA-901006;R-HSA-8853379;R-HSA-901047;R-HSA-535717"
R-HSA-6803157,"Antimicrobial peptides",5,123,0.00846990772620851,0.13528949115624134,0.39344256841546255,4,58,0.004319976165648741,9606,Homo sapiens,"S100A9;CLU;S100A8;S100A7","","R-HSA-6810643;R-HSA-6798528;R-HSA-6798474;R-HSA-6798489"
R-HSA-3656534,"Loss of Function of TGFBR1 in Cancer",1,7,4.8202726897121607E-4,0.14214623158718165,0.39344256841546255,2,2,1.4896469536719798E-4,9606,Homo sapiens,"TGFB1","","R-HSA-3656382;R-HSA-3656523"
R-HSA-3304356,"SMAD2/3 Phosphorylation Motif Mutants in Cancer",1,7,4.8202726897121607E-4,0.14214623158718165,0.39344256841546255,1,1,7.448234768359899E-5,9606,Homo sapiens,"TGFB1","","R-HSA-3304394"
R-HSA-168316,"Assembly of Viral Components at the Budding Site",1,7,4.8202726897121607E-4,0.14214623158718165,0.39344256841546255,1,17,0.0012661999106211828,9606,Homo sapiens,"CALR","","R-HSA-169921"
R-HSA-446728,"Cell junction organization",4,94,0.006472937611899187,0.15299545914401802,0.39344256841546255,6,37,0.0027558468642931624,9606,Homo sapiens,"LAMB3;LAMA3;LAMC2;PLEC","","R-HSA-446083;R-HSA-432956;R-HSA-446077;R-HSA-432909;R-HSA-432952;R-HSA-446089"
R-HSA-2122948,"Activated NOTCH1 Transmits Signal to the Nucleus",2,32,0.0022035532295827023,0.1559437081337841,0.39344256841546255,1,21,0.0015641293013555788,9606,Homo sapiens,"ADAM17;ADAM10","","R-HSA-157632"
R-HSA-373760,"L1CAM interactions",5,130,0.008951934995179727,0.15884511380960997,0.39344256841546255,3,54,0.004022046774914345,9606,Homo sapiens,"SDCBP;LAMB2;LAMA1;LAMB1;LAMC1;ITGA5","","R-HSA-443778;R-HSA-374686;R-HSA-373738"
R-HSA-8985586,"SLIT2:ROBO1 increases RHOA activity",1,8,5.508883073956756E-4,0.16073666366512818,0.39344256841546255,2,2,1.4896469536719798E-4,9606,Homo sapiens,"SLIT2","","R-HSA-8985594;R-HSA-8985591"
R-HSA-8964041,"LDL remodeling",1,8,5.508883073956756E-4,0.16073666366512818,0.39344256841546255,2,2,1.4896469536719798E-4,9606,Homo sapiens,"APOB","","R-HSA-266350;R-HSA-176879"
R-HSA-166665,"Terminal pathway of complement",1,8,5.508883073956756E-4,0.16073666366512818,0.39344256841546255,4,5,3.7241173841799495E-4,9606,Homo sapiens,"CLU","","R-HSA-173723;R-HSA-173720;R-HSA-173725;R-HSA-173709"
R-HSA-3304349,"Loss of Function of SMAD2/3 in Cancer",1,8,5.508883073956756E-4,0.16073666366512818,0.39344256841546255,1,2,1.4896469536719798E-4,9606,Homo sapiens,"TGFB1","","R-HSA-3304394"
R-HSA-75094,"Formation of the Editosome",1,8,5.508883073956756E-4,0.16073666366512818,0.39344256841546255,1,2,1.4896469536719798E-4,9606,Homo sapiens,"APOBEC3C","","R-HSA-77609"
R-HSA-5362798,"Release of Hh-Np from the secreting cell",1,8,5.508883073956756E-4,0.16073666366512818,0.39344256841546255,1,5,3.7241173841799495E-4,9606,Homo sapiens,"ADAM17","","R-HSA-5362793"
R-HSA-8941855,"RUNX3 regulates CDKN1A transcription",1,8,5.508883073956756E-4,0.16073666366512818,0.39344256841546255,1,6,4.4689408610159393E-4,9606,Homo sapiens,"TGFB1","","R-HSA-8878117"
R-HSA-9012852,"Signaling by NOTCH3",3,63,0.004338245420740945,0.16126115918125594,0.39344256841546255,3,37,0.0027558468642931624,9606,Homo sapiens,"PLXND1;ADAM10","","R-HSA-9021451;R-HSA-9021450;R-HSA-9013284"
R-HSA-8940973,"RUNX2 regulates osteoblast differentiation",2,34,0.002341275306431621,0.17131469569431035,0.39344256841546255,2,24,0.0017875763444063757,9606,Homo sapiens,"COL1A1","","R-HSA-8985627;R-HSA-8985644"
R-HSA-8866423,"VLDL assembly",1,9,6.19749345820135E-4,0.1789254644929753,0.39344256841546255,5,5,3.7241173841799495E-4,9606,Homo sapiens,"APOB","","R-HSA-8866327;R-HSA-8866308;R-HSA-8866321;R-HSA-8866304;R-HSA-8866329"
R-HSA-8964011,"HDL clearance",1,9,6.19749345820135E-4,0.1789254644929753,0.39344256841546255,5,5,3.7241173841799495E-4,9606,Homo sapiens,"APOA1","","R-HSA-349637;R-HSA-349638;R-HSA-264848;R-HSA-264834;R-HSA-8858252"
R-HSA-6806942,"MET Receptor Activation",1,9,6.19749345820135E-4,0.1789254644929753,0.39344256841546255,5,5,3.7241173841799495E-4,9606,Homo sapiens,"HGF","","R-HSA-6806974;R-HSA-6806957;R-HSA-6800299;R-HSA-6800298;R-HSA-6800200"
R-HSA-190370,"FGFR1b ligand binding and activation",1,9,6.19749345820135E-4,0.1789254644929753,0.39344256841546255,2,2,1.4896469536719798E-4,9606,Homo sapiens,"FGF2","","R-HSA-190245;R-HSA-190427"
R-HSA-3304351,"Signaling by TGF-beta Receptor Complex in Cancer",1,9,6.19749345820135E-4,0.1789254644929753,0.39344256841546255,5,7,5.213764337851929E-4,9606,Homo sapiens,"TGFB1","","R-HSA-3645780;R-HSA-3304394;R-HSA-3656382;R-HSA-3656523;R-HSA-3642203"
R-HSA-447043,"Neurofascin interactions",1,9,6.19749345820135E-4,0.1789254644929753,0.39344256841546255,1,7,5.213764337851929E-4,9606,Homo sapiens,"SDCBP","","R-HSA-373738"
R-HSA-9662001,"Defective factor VIII causes hemophilia A",1,9,6.19749345820135E-4,0.1789254644929753,0.39344256841546255,1,8,5.958587814687919E-4,9606,Homo sapiens,"F2","","R-HSA-9666383"
R-HSA-159763,"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus",1,9,6.19749345820135E-4,0.1789254644929753,0.39344256841546255,1,9,6.703411291523909E-4,9606,Homo sapiens,"F2","","R-HSA-159843"
R-HSA-1236974,"ER-Phagosome pathway",6,173,0.011912959647431482,0.1816486768027774,0.39344256841546255,5,10,7.448234768359899E-4,9606,Homo sapiens,"PSMD8;FGB;FGG;CALR;S100A9;S100A8","","R-HSA-8863895;R-HSA-8951595;R-HSA-8863858;R-HSA-1236935;R-HSA-8863914"
R-HSA-9013508,"NOTCH3 Intracellular Domain Regulates Transcription",2,36,0.00247899738328054,0.18692158726057695,0.39344256841546255,2,22,0.0016386116490391778,9606,Homo sapiens,"PLXND1","","R-HSA-9021451;R-HSA-9021450"
R-HSA-8851907,"MET activates PI3K/AKT signaling",1,10,6.886103842445945E-4,0.19672128420773127,0.39344256841546255,5,5,3.7241173841799495E-4,9606,Homo sapiens,"HGF","","R-HSA-8851908;R-HSA-8852019;R-HSA-8851954;R-HSA-8851919;R-HSA-8851933"
R-HSA-428890,"Role of ABL in ROBO-SLIT signaling",1,10,6.886103842445945E-4,0.19672128420773127,0.39344256841546255,4,4,2.9792939073439596E-4,9606,Homo sapiens,"SLIT2","","R-HSA-428885;R-HSA-428883;R-HSA-376141;R-HSA-428888"
R-HSA-8964046,"VLDL clearance",1,10,6.886103842445945E-4,0.19672128420773127,0.39344256841546255,3,3,2.2344704305079697E-4,9606,Homo sapiens,"APOB","","R-HSA-8933292;R-HSA-8854462;R-HSA-8854408"
R-HSA-162791,"Attachment of GPI anchor to uPAR",1,10,6.886103842445945E-4,0.19672128420773127,0.39344256841546255,2,2,1.4896469536719798E-4,9606,Homo sapiens,"PLAUR","","R-HSA-162836;R-HSA-162729"
R-HSA-72200,"mRNA Editing: C to U Conversion",1,10,6.886103842445945E-4,0.19672128420773127,0.39344256841546255,2,3,2.2344704305079697E-4,9606,Homo sapiens,"APOBEC3C","","R-HSA-77609;R-HSA-83677"
R-HSA-159782,"Removal of aminoterminal propeptides from gamma-carboxylated proteins",1,10,6.886103842445945E-4,0.19672128420773127,0.39344256841546255,1,9,6.703411291523909E-4,9606,Homo sapiens,"F2","","R-HSA-159728"
R-HSA-5668599,"RHO GTPases Activate NADPH Oxidases",2,38,0.002616719460129459,0.2027161433574507,0.4054322867149014,2,14,0.0010427528675703858,9606,Homo sapiens,"S100A9;S100A8","","R-HSA-9626848;R-HSA-5668629"
R-HSA-2173796,"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription",2,39,0.002685580498553918,0.21066973260463295,0.4213394652092659,1,17,0.0012661999106211828,9606,Homo sapiens,"SERPINE1","","R-HSA-2106586"
R-HSA-8875656,"MET receptor recycling",1,11,7.574714226690538E-4,0.21413258722076278,0.42826517444152556,2,2,1.4896469536719798E-4,9606,Homo sapiens,"HGF","","R-HSA-8875661;R-HSA-8875659"
R-HSA-444473,"Formyl peptide receptors bind formyl peptides and many other ligands",1,11,7.574714226690538E-4,0.21413258722076278,0.42826517444152556,2,3,2.2344704305079697E-4,9606,Homo sapiens,"ANXA1","","R-HSA-444476;R-HSA-391913"
R-HSA-193634,"Axonal growth inhibition (RHOA activation)",1,11,7.574714226690538E-4,0.21413258722076278,0.42826517444152556,2,6,4.4689408610159393E-4,9606,Homo sapiens,"ARHGDIA","","R-HSA-9012761;R-HSA-193696"
R-HSA-6802952,"Signaling by BRAF and RAF fusions",3,73,0.005026855804985539,0.21600197857402714,0.4320039571480543,4,5,3.7241173841799495E-4,9606,Homo sapiens,"FGB;FGG;FN1","","R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932"
R-HSA-8878171,"Transcriptional regulation by RUNX1",8,261,0.017972731028783915,0.21631731349096317,0.43263462698192634,10,132,0.009831669894235066,9606,Homo sapiens,"PSMD8;CTSL1;LGALS3;CTSL;CTSK;THBS1","","R-HSA-8937016;R-HSA-8938121;R-HSA-8938108;R-HSA-8936989;R-HSA-8938382;R-HSA-8937022;R-HSA-8957265;R-HSA-8936995;R-HSA-8936979;R-HSA-8938389"
R-HSA-428543,"Inactivation of CDC42 and RAC1",1,12,8.263324610935132E-4,0.23116765619331614,0.43888882854527567,4,4,2.9792939073439596E-4,9606,Homo sapiens,"SLIT2","","R-HSA-428533;R-HSA-376145;R-HSA-428522;R-HSA-428536"
R-HSA-193697,"p75NTR regulates axonogenesis",1,12,8.263324610935132E-4,0.23116765619331614,0.43888882854527567,4,8,5.958587814687919E-4,9606,Homo sapiens,"ARHGDIA","","R-HSA-9012761;R-HSA-193696;R-HSA-193668;R-HSA-193646"
R-HSA-2534343,"Interaction With Cumulus Cells And The Zona Pellucida",1,12,8.263324610935132E-4,0.23116765619331614,0.43888882854527567,1,2,1.4896469536719798E-4,9606,Homo sapiens,"ADAM9","","R-HSA-1297338"
R-HSA-75072,"mRNA Editing",1,12,8.263324610935132E-4,0.23116765619331614,0.43888882854527567,2,9,6.703411291523909E-4,9606,Homo sapiens,"APOBEC3C","","R-HSA-77609;R-HSA-83677"
R-HSA-9013700,"NOTCH4 Activation and Transmission of Signal to the Nucleus",1,12,8.263324610935132E-4,0.23116765619331614,0.43888882854527567,1,5,3.7241173841799495E-4,9606,Homo sapiens,"ADAM10","","R-HSA-9604264"
R-HSA-193692,"Regulated proteolysis of p75NTR",1,12,8.263324610935132E-4,0.23116765619331614,0.43888882854527567,1,5,3.7241173841799495E-4,9606,Homo sapiens,"ADAM17","","R-HSA-193679"
R-HSA-428542,"Regulation of commissural axon pathfinding by SLIT and ROBO",1,12,8.263324610935132E-4,0.23116765619331614,0.43888882854527567,1,5,3.7241173841799495E-4,9606,Homo sapiens,"SLIT2","","R-HSA-373715"
R-HSA-264870,"Caspase-mediated cleavage of cytoskeletal proteins",1,12,8.263324610935132E-4,0.23116765619331614,0.43888882854527567,1,10,7.448234768359899E-4,9606,Homo sapiens,"PLEC","","R-HSA-201637"
R-HSA-9006936,"Signaling by TGFB family members",4,114,0.007850158380388376,0.24121792141213017,0.43888882854527567,33,107,0.007969611202145092,9606,Homo sapiens,"BMP2;TGFB1;SERPINE1","","R-HSA-201475;R-HSA-178178;R-HSA-2128994;R-HSA-2160931;R-HSA-2160932;R-HSA-201476;R-HSA-2160935;R-HSA-173512;R-HSA-178189;R-HSA-201810;R-HSA-177107;R-HSA-170835;R-HSA-2134519;R-HSA-170843;R-HSA-170846;R-HSA-201821;R-HSA-170844;R-HSA-201443;R-HSA-170850;R-HSA-2134532;R-HSA-178218;R-HSA-173483;R-HSA-2127562;R-HSA-201453;R-HSA-170861;R-HSA-201457;R-HSA-201648;R-HSA-170868;R-HSA-2169046;R-HSA-2106586;R-HSA-2179291;R-HSA-2169050;R-HSA-2179293"
R-HSA-9696273,"RND1 GTPase cycle",2,43,0.002961024652251756,0.2427395728759787,0.43888882854527567,1,2,1.4896469536719798E-4,9606,Homo sapiens,"CPD;PLXNA1","","R-HSA-9696271"
R-HSA-114604,"GPVI-mediated activation cascade",2,43,0.002961024652251756,0.2427395728759787,0.43888882854527567,5,25,0.0018620586920899747,9606,Homo sapiens,"COL1A1;COL1A2","","R-HSA-139842;R-HSA-453200;R-HSA-437118;R-HSA-453183;R-HSA-114600"
R-HSA-3371511,"HSF1 activation",2,43,0.002961024652251756,0.2427395728759787,0.43888882854527567,1,7,5.213764337851929E-4,9606,Homo sapiens,"COL4A6;SERPINH1","","R-HSA-4793819"
R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",2,43,0.002961024652251756,0.2427395728759787,0.43888882854527567,2,20,0.0014896469536719798,9606,Homo sapiens,"SERPINE1","","R-HSA-5663124;R-HSA-549364"
R-HSA-8941326,"RUNX2 regulates bone development",2,43,0.002961024652251756,0.2427395728759787,0.43888882854527567,2,32,0.0023834351258751676,9606,Homo sapiens,"COL1A1","","R-HSA-8985627;R-HSA-8985644"
R-HSA-8875555,"MET activates RAP1 and RAC1",1,13,8.951934995179727E-4,0.24783459592676138,0.43888882854527567,5,5,3.7241173841799495E-4,9606,Homo sapiens,"HGF","","R-HSA-8875591;R-HSA-8875558;R-HSA-8875540;R-HSA-8875568;R-HSA-8875576"
R-HSA-2179392,"EGFR Transactivation by Gastrin",1,13,8.951934995179727E-4,0.24783459592676138,0.43888882854527567,2,6,4.4689408610159393E-4,9606,Homo sapiens,"MMP1","","R-HSA-2179413;R-HSA-2179402"
R-HSA-9020956,"Interleukin-27 signaling",1,13,8.951934995179727E-4,0.24783459592676138,0.43888882854527567,2,20,0.0014896469536719798,9606,Homo sapiens,"CRLF1","","R-HSA-8950504;R-HSA-8950731"
R-HSA-452723,"Transcriptional regulation of pluripotent stem cells",2,45,0.0030987467291006747,0.25886216795146666,0.43888882854527567,2,35,0.0026068821689259644,9606,Homo sapiens,"FGF2","","R-HSA-480515;R-HSA-2972960"
R-HSA-166058,"MyD88:MAL(TIRAP) cascade initiated on plasma membrane",4,118,0.008125602534086214,0.26013839026600794,0.43888882854527567,16,64,0.004766870251750335,9606,Homo sapiens,"FGB;FGG;S100A9;S100A8","","R-HSA-166082;R-HSA-2201316;R-HSA-166119;R-HSA-166091;R-HSA-2201322;R-HSA-166286;R-HSA-937059;R-HSA-166284;R-HSA-937022;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-937079;R-HSA-166363;R-HSA-166072;R-HSA-2262777"
R-HSA-168188,"Toll Like Receptor TLR6:TLR2 Cascade",4,118,0.008125602534086214,0.26013839026600794,0.43888882854527567,16,66,0.004915834947117533,9606,Homo sapiens,"FGB;FGG;S100A9;S100A8","","R-HSA-166082;R-HSA-2201316;R-HSA-166119;R-HSA-166091;R-HSA-2201322;R-HSA-166286;R-HSA-937059;R-HSA-166284;R-HSA-937022;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-937079;R-HSA-166363;R-HSA-166072;R-HSA-2262777"
R-HSA-8878159,"Transcriptional regulation by RUNX3",4,118,0.008125602534086214,0.26013839026600794,0.43888882854527567,6,47,0.0035006703411291523,9606,Homo sapiens,"PSMD8;TGFB1;CTGF","","R-HSA-8952408;R-HSA-8878117;R-HSA-8951966;R-HSA-8951695;R-HSA-1989766;R-HSA-8937814"
R-HSA-9662834,"CD163 mediating an anti-inflammatory response",1,14,9.640545379424321E-4,0.26414133717026267,0.43888882854527567,6,9,6.703411291523909E-4,9606,Homo sapiens,"ADAM17","","R-HSA-9662786;R-HSA-9662818;R-HSA-9662823;R-HSA-9662837;R-HSA-9662773;R-HSA-9662747"
R-HSA-190377,"FGFR2b ligand binding and activation",1,14,9.640545379424321E-4,0.26414133717026267,0.43888882854527567,2,3,2.2344704305079697E-4,9606,Homo sapiens,"FGF2","","R-HSA-5656070;R-HSA-190260"
R-HSA-5658623,"FGFRL1 modulation of FGFR1 signaling",1,14,9.640545379424321E-4,0.26414133717026267,0.43888882854527567,1,2,1.4896469536719798E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654511"
R-HSA-168179,"Toll Like Receptor TLR1:TLR2 Cascade",4,121,0.008332185649359593,0.274513629782261,0.43888882854527567,16,66,0.004915834947117533,9606,Homo sapiens,"FGB;FGG;S100A9;S100A8","","R-HSA-166082;R-HSA-2201316;R-HSA-166119;R-HSA-166091;R-HSA-2201322;R-HSA-166286;R-HSA-937059;R-HSA-166284;R-HSA-937022;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-937079;R-HSA-166363;R-HSA-166072;R-HSA-2262777"
R-HSA-181438,"Toll Like Receptor 2 (TLR2) Cascade",4,121,0.008332185649359593,0.274513629782261,0.43888882854527567,16,68,0.005064799642484731,9606,Homo sapiens,"FGB;FGG;S100A9;S100A8","","R-HSA-166082;R-HSA-2201316;R-HSA-166119;R-HSA-166091;R-HSA-2201322;R-HSA-166286;R-HSA-937059;R-HSA-166284;R-HSA-937022;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-937079;R-HSA-166363;R-HSA-166072;R-HSA-2262777"
R-HSA-3371568,"Attenuation phase",2,47,0.0032364688059495937,0.2749977227236162,0.43888882854527567,3,5,3.7241173841799495E-4,9606,Homo sapiens,"COL4A6;SERPINH1","","R-HSA-3371554;R-HSA-5082369;R-HSA-5082384"
R-HSA-428540,"Activation of RAC1",1,15,0.0010329155763668916,0.28009564034676204,0.43888882854527567,4,4,2.9792939073439596E-4,9606,Homo sapiens,"SLIT2","","R-HSA-428535;R-HSA-428515;R-HSA-428531;R-HSA-428511"
R-HSA-190373,"FGFR1c ligand binding and activation",1,15,0.0010329155763668916,0.28009564034676204,0.43888882854527567,2,3,2.2344704305079697E-4,9606,Homo sapiens,"FGF2","","R-HSA-190256;R-HSA-190429"
R-HSA-1839122,"Signaling by activated point mutants of FGFR1",1,15,0.0010329155763668916,0.28009564034676204,0.43888882854527567,2,4,2.9792939073439596E-4,9606,Homo sapiens,"FGF2","","R-HSA-2023455;R-HSA-2023451"
R-HSA-3772470,"Negative regulation of TCF-dependent signaling by WNT ligand antagonists",1,15,0.0010329155763668916,0.28009564034676204,0.43888882854527567,1,5,3.7241173841799495E-4,9606,Homo sapiens,"SFRP1","","R-HSA-3772441"
R-HSA-159740,"Gamma-carboxylation of protein precursors",1,15,0.0010329155763668916,0.28009564034676204,0.43888882854527567,1,9,6.703411291523909E-4,9606,Homo sapiens,"F2","","R-HSA-159826"
R-HSA-170834,"Signaling by TGF-beta Receptor Complex",3,85,0.0058531882660790525,0.28573695808219246,0.43888882854527567,25,82,0.006107552510055117,9606,Homo sapiens,"TGFB1;SERPINE1","","R-HSA-178178;R-HSA-2128994;R-HSA-2160931;R-HSA-2160932;R-HSA-2160935;R-HSA-173512;R-HSA-178189;R-HSA-177107;R-HSA-170835;R-HSA-2134519;R-HSA-170843;R-HSA-170846;R-HSA-170844;R-HSA-170850;R-HSA-2134532;R-HSA-178218;R-HSA-173483;R-HSA-2127562;R-HSA-170861;R-HSA-170868;R-HSA-2169046;R-HSA-2106586;R-HSA-2179291;R-HSA-2169050;R-HSA-2179293"
R-HSA-8851805,"MET activates RAS signaling",1,16,0.0011017766147913511,0.2957050991998641,0.43888882854527567,10,10,7.448234768359899E-4,9606,Homo sapiens,"HGF","","R-HSA-8851877;R-HSA-8851859;R-HSA-8851827;R-HSA-8851890;R-HSA-8851842;R-HSA-8851888;R-HSA-8851900;R-HSA-8851804;R-HSA-8851899;R-HSA-8851866"
R-HSA-879415,"Advanced glycosylation endproduct receptor signaling",1,16,0.0011017766147913511,0.2957050991998641,0.43888882854527567,1,4,2.9792939073439596E-4,9606,Homo sapiens,"LGALS3","","R-HSA-879358"
R-HSA-9694614,"Attachment and Entry",1,16,0.0011017766147913511,0.2957050991998641,0.43888882854527567,2,11,8.193058245195889E-4,9606,Homo sapiens,"CTSL1;CTSL","","R-HSA-9685655;R-HSA-9694287"
R-HSA-8951936,"RUNX3 regulates p14-ARF",1,16,0.0011017766147913511,0.2957050991998641,0.43888882854527567,1,8,5.958587814687919E-4,9606,Homo sapiens,"TGFB1","","R-HSA-8951966"
R-HSA-159854,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",1,16,0.0011017766147913511,0.2957050991998641,0.43888882854527567,3,27,0.0020110233874571725,9606,Homo sapiens,"F2","","R-HSA-159826;R-HSA-159843;R-HSA-159728"
